Name,Start,End,Duration,Process
ManicTime.zip - WinRAR (evaluation copy),14/10/2015 09:13:40,14/10/2015 09:13:50,0:00:10,WinRAR
Download - ManicTime - Firefox Developer Edition,14/10/2015 09:13:50,14/10/2015 09:13:55,0:00:05,FirefoxDeveloperEdition
Case study Priceline\.com achieves 99\.9 website uptime - Firefox Developer Edition,14/10/2015 09:13:55,14/10/2015 09:14:00,0:00:05,FirefoxDeveloperEdition
ManicTime.zip - WinRAR (evaluation copy),14/10/2015 09:14:00,14/10/2015 09:14:10,0:00:10,WinRAR
License,14/10/2015 09:14:10,14/10/2015 09:14:16,0:00:06,ManicTime
ManicTime,14/10/2015 09:14:16,14/10/2015 09:14:26,0:00:10,ManicTime
ManicTime - STANDARD,14/10/2015 09:14:26,14/10/2015 09:15:23,0:00:57,ManicTime
Time management software - ManicTime - Firefox Developer Edition,14/10/2015 09:15:23,14/10/2015 09:15:33,0:00:10,FirefoxDeveloperEdition
Download - ManicTime - Firefox Developer Edition,14/10/2015 09:15:33,14/10/2015 09:15:38,0:00:05,FirefoxDeveloperEdition
Settings,14/10/2015 09:15:38,14/10/2015 09:16:16,0:00:38,ManicTime
Windows Explorer,14/10/2015 09:16:16,14/10/2015 09:16:24,0:00:08,Windows Explorer
Download - ManicTime - Firefox Developer Edition,14/10/2015 09:16:24,14/10/2015 09:16:44,0:00:20,FirefoxDeveloperEdition
Database Replication & Performance Monitoring - priceline-com-online-travel-company-keeps-it-s-website-humming-24-7-365-case-study-80189.pdf - Firefox Developer Edition,14/10/2015 09:16:44,14/10/2015 09:17:17,0:00:33,FirefoxDeveloperEdition
Trello - Google Chrome,14/10/2015 09:17:17,14/10/2015 09:17:22,0:00:05,Google Chrome
q[-_-]p - FAC | Trello - Google Chrome,14/10/2015 09:17:22,14/10/2015 09:18:30,0:01:08,Google Chrome
debian releases - Google Search - Google Chrome,14/10/2015 09:18:30,14/10/2015 09:18:35,0:00:05,Google Chrome
Debian -- Debian Releases - Google Chrome,14/10/2015 09:18:35,14/10/2015 09:18:45,0:00:10,Google Chrome
debian releases - Google Search - Google Chrome,14/10/2015 09:18:45,14/10/2015 09:18:51,0:00:06,Google Chrome
ubuntu 15.10 - Google Search - Google Chrome,14/10/2015 09:18:51,14/10/2015 09:19:13,0:00:22,Google Chrome
Ubuntu 15.10 Beta 1 Is Now Available to Download - OMG! Ubuntu! - Google Chrome,14/10/2015 09:19:13,14/10/2015 09:20:03,0:00:50,Google Chrome
ubuntu 15.10 - Google Search - Google Chrome,14/10/2015 09:20:03,14/10/2015 09:20:23,0:00:20,Google Chrome
q[-_-]p - FAC | Trello - Google Chrome,14/10/2015 09:20:23,14/10/2015 09:20:37,0:00:14,Google Chrome
(meadows) fix bug list [3] on q[-_-]p - FAC | Trello - Google Chrome,14/10/2015 09:20:37,14/10/2015 09:20:46,0:00:09,Google Chrome
q[-_-]p - FAC | Trello - Google Chrome,14/10/2015 09:20:46,14/10/2015 09:22:04,0:01:18,Google Chrome
(meadows) fix bug list (tue)[3] [3] on q[-_-]p - FAC | Trello - Google Chrome,14/10/2015 09:22:04,14/10/2015 09:22:11,0:00:07,Google Chrome
q[-_-]p - FAC | Trello - Google Chrome,14/10/2015 09:22:11,14/10/2015 09:23:10,0:00:59,Google Chrome
Download - ManicTime - Firefox Developer Edition,14/10/2015 09:23:10,14/10/2015 09:23:15,0:00:05,FirefoxDeveloperEdition
Download - ManicTime - Firefox Developer Edition,14/10/2015 09:23:15,14/10/2015 09:23:23,0:00:08,FirefoxDeveloperEdition
FirefoxDeveloperEdition,14/10/2015 09:23:23,14/10/2015 09:23:35,0:00:12,FirefoxDeveloperEdition
New Tab - Google Chrome,14/10/2015 09:23:35,14/10/2015 09:23:40,0:00:05,Google Chrome
https://www.loggly.com - Google Chrome,14/10/2015 09:23:40,14/10/2015 09:23:45,0:00:05,Google Chrome
Loggly | User Login for futureanalytics - Google Chrome,14/10/2015 09:23:45,14/10/2015 09:23:52,0:00:07,Google Chrome
Login - - Google Chrome,14/10/2015 09:23:52,14/10/2015 09:23:58,0:00:06,Google Chrome
Loggly | Main Dashboard - Google Chrome,14/10/2015 09:23:58,14/10/2015 09:24:06,0:00:08,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 09:24:06,14/10/2015 09:24:11,0:00:05,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 09:24:11,14/10/2015 09:24:36,0:00:25,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 09:24:36,14/10/2015 09:27:59,0:03:23,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 09:27:59,14/10/2015 09:28:14,0:00:15,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 09:28:14,14/10/2015 09:28:24,0:00:10,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 09:28:24,14/10/2015 09:29:00,0:00:36,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 09:29:00,14/10/2015 09:29:20,0:00:20,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 09:29:20,14/10/2015 09:29:35,0:00:15,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 09:29:35,14/10/2015 09:33:03,0:03:28,Google Chrome
1 key/value pairs were not indexed due to invalid values\. The following were the affected kv pairs: [syslog\.msgid:-] - Google Search - Google Chrome,14/10/2015 09:33:03,14/10/2015 09:33:25,0:00:22,Google Chrome
loggly 1 key/value pairs were not indexed due to invalid values [syslog.msgid:-] - Google Search - Google Chrome,14/10/2015 09:33:25,14/10/2015 09:33:51,0:00:26,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 09:33:51,14/10/2015 09:35:21,0:01:30,Google Chrome
loggly 1 key/value pairs were not indexed due to invalid values [syslog.msgid:-] - Google Search - Google Chrome,14/10/2015 09:35:21,14/10/2015 09:35:27,0:00:06,Google Chrome
loggly postfix no message id - Google Search - Google Chrome,14/10/2015 09:35:27,14/10/2015 09:35:50,0:00:23,Google Chrome
Everything I Knew About Logging and Search is Wrong - New Relic Futur… - Google Chrome,14/10/2015 09:35:50,14/10/2015 09:37:11,0:01:21,Google Chrome
loggly postfix no message id - Google Search - Google Chrome,14/10/2015 09:37:11,14/10/2015 09:39:38,0:02:27,Google Chrome
loggly postfix no message id - Google Search - Google Chrome,14/10/2015 09:39:38,14/10/2015 09:39:44,0:00:06,Google Chrome
linux - How to output awk result to file - Stack Overflow - Google Chrome,14/10/2015 09:39:44,14/10/2015 09:43:25,0:03:41,Google Chrome
awk print result to file - Google Search - Google Chrome,14/10/2015 09:43:25,14/10/2015 09:43:37,0:00:12,Google Chrome
bash - Piping to grep and using regex - Stack Overflow - Google Chrome,14/10/2015 09:43:37,14/10/2015 09:52:46,0:09:09,Google Chrome
bash pipe regex to file - Google Search - Google Chrome,14/10/2015 09:52:46,14/10/2015 09:52:51,0:00:05,Google Chrome
bash variable store tab \t - Google Search - Google Chrome,14/10/2015 09:52:51,14/10/2015 09:52:58,0:00:07,Google Chrome
Echo tab characters in bash script - Stack Overflow - Google Chrome,14/10/2015 09:52:58,14/10/2015 09:54:28,0:01:30,Google Chrome
bash - Piping to grep and using regex - Stack Overflow - Google Chrome,14/10/2015 09:54:28,14/10/2015 09:54:34,0:00:06,Google Chrome
bash - Piping to grep and using regex - Stack Overflow - Google Chrome,14/10/2015 09:54:34,14/10/2015 09:54:39,0:00:05,Google Chrome
bash regex variable - Google Search - Google Chrome,14/10/2015 09:54:39,14/10/2015 09:54:45,0:00:06,Google Chrome
regex match bash variable - Stack Overflow - Google Chrome,14/10/2015 09:54:45,14/10/2015 09:55:30,0:00:45,Google Chrome
bash - Using a variable in a regex - Unix & Linux Stack Exchange - Google Chrome,14/10/2015 09:55:30,14/10/2015 09:56:46,0:01:16,Google Chrome
bash regex variable - Google Search - Google Chrome,14/10/2015 09:56:46,14/10/2015 09:57:07,0:00:21,Google Chrome
bash regex match string - Stack Overflow - Google Chrome,14/10/2015 09:57:07,14/10/2015 09:57:28,0:00:21,Google Chrome
bash match regex - Google Search - Google Chrome,14/10/2015 09:57:28,14/10/2015 09:57:38,0:00:10,Google Chrome
linux - Bash: exact match of a string with regex - Super User - Google Chrome,14/10/2015 09:57:38,14/10/2015 10:00:11,0:02:33,Google Chrome
bash match regex - Google Search - Google Chrome,14/10/2015 10:00:11,14/10/2015 10:00:16,0:00:05,Google Chrome
bash match regex - Google Search - Google Chrome,14/10/2015 10:00:16,14/10/2015 10:00:23,0:00:07,Google Chrome
bash - Writing outputs to log file and console - Stack Overflow - Google Chrome,14/10/2015 10:00:23,14/10/2015 10:02:08,0:01:45,Google Chrome
bash append variable to log file - Google Search - Google Chrome,14/10/2015 10:02:08,14/10/2015 10:02:13,0:00:05,Google Chrome
bash tee append to file - Google Search - Google Chrome,14/10/2015 10:02:13,14/10/2015 10:02:18,0:00:05,Google Chrome
bash: redirect (and append) stdout and stderr to file and terminal and get proper exit status - Stack Overflow - Google Chrome,14/10/2015 10:02:18,14/10/2015 10:06:34,0:04:16,Google Chrome
Inbox - Microsoft Outlook,14/10/2015 10:06:34,14/10/2015 10:06:45,0:00:11,Microsoft Office Outlook
bash: redirect (and append) stdout and stderr to file and terminal and get proper exit status - Stack Overflow - Google Chrome,14/10/2015 10:06:45,14/10/2015 10:07:03,0:00:18,Google Chrome
bash tee append to file - Google Search - Google Chrome,14/10/2015 10:07:03,14/10/2015 10:08:59,0:01:56,Google Chrome
Windows Explorer,14/10/2015 10:08:59,14/10/2015 10:09:09,0:00:10,Windows Explorer
iMonitor,14/10/2015 10:09:09,14/10/2015 10:09:15,0:00:06,Sophos AutoUpdate
bash tee append to file - Google Search - Google Chrome,14/10/2015 10:09:15,14/10/2015 10:09:23,0:00:08,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 10:09:23,14/10/2015 10:09:34,0:00:11,Google Chrome
Loggly | Main Dashboard - Google Chrome,14/10/2015 10:09:34,14/10/2015 10:09:46,0:00:12,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 10:09:46,14/10/2015 10:09:51,0:00:05,Google Chrome
Loggly | Main Dashboard - Google Chrome,14/10/2015 10:09:51,14/10/2015 10:10:12,0:00:21,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 10:10:12,14/10/2015 10:10:32,0:00:20,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 10:10:32,14/10/2015 10:10:37,0:00:05,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 10:10:37,14/10/2015 10:10:43,0:00:06,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 10:10:43,14/10/2015 10:10:48,0:00:05,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 10:10:48,14/10/2015 10:11:23,0:00:35,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 10:11:23,14/10/2015 10:12:49,0:01:26,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 10:12:49,14/10/2015 10:12:54,0:00:05,Google Chrome
Loggly | Main Dashboard - Google Chrome,14/10/2015 10:12:54,14/10/2015 10:13:22,0:00:28,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 10:13:22,14/10/2015 10:13:27,0:00:05,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 10:13:27,14/10/2015 10:13:32,0:00:05,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 10:13:32,14/10/2015 10:13:37,0:00:05,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 10:13:37,14/10/2015 10:14:12,0:00:35,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 10:14:12,14/10/2015 10:14:17,0:00:05,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 10:14:17,14/10/2015 10:15:11,0:00:54,Google Chrome
Logging Out - Firefox Developer Edition,14/10/2015 10:15:11,14/10/2015 10:15:18,0:00:07,FirefoxDeveloperEdition
Loggly | Search! - Google Chrome,14/10/2015 10:15:18,14/10/2015 10:15:30,0:00:12,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 10:15:30,14/10/2015 10:15:41,0:00:11,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 10:15:41,14/10/2015 10:15:56,0:00:15,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 10:15:56,14/10/2015 10:16:01,0:00:05,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 10:16:01,14/10/2015 10:16:11,0:00:10,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 10:16:11,14/10/2015 10:16:16,0:00:05,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 10:16:16,14/10/2015 10:19:59,0:03:43,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 10:19:59,14/10/2015 10:20:09,0:00:10,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 10:20:09,14/10/2015 10:21:27,0:01:18,Google Chrome
q[-_-]p - FAC | Trello - Google Chrome,14/10/2015 10:21:27,14/10/2015 10:22:44,0:01:17,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 10:22:44,14/10/2015 10:23:09,0:00:25,Google Chrome
401 Authorization Required - Firefox Developer Edition,14/10/2015 10:23:09,14/10/2015 10:23:14,0:00:05,FirefoxDeveloperEdition
q[-_-]p - FAC | Trello - Google Chrome,14/10/2015 10:23:14,14/10/2015 10:23:32,0:00:18,Google Chrome
Inbox - Microsoft Outlook,14/10/2015 10:23:32,14/10/2015 10:24:02,0:00:30,Microsoft Office Outlook
401 Authorization Required - Firefox Developer Edition,14/10/2015 10:24:02,14/10/2015 10:24:07,0:00:05,FirefoxDeveloperEdition
403 Forbidden - Firefox Developer Edition,14/10/2015 10:24:07,14/10/2015 10:24:20,0:00:13,FirefoxDeveloperEdition
Inbox - Microsoft Outlook,14/10/2015 10:24:20,14/10/2015 10:24:48,0:00:28,Microsoft Office Outlook
New Tab - Google Chrome,14/10/2015 10:24:48,14/10/2015 10:24:54,0:00:06,Google Chrome
future-analytics (Future Analytics) - Google Chrome,14/10/2015 10:24:54,14/10/2015 10:24:59,0:00:05,Google Chrome
future-analytics (Future Analytics) - Google Chrome,14/10/2015 10:24:59,14/10/2015 10:25:06,0:00:07,Google Chrome
data.fac.ie/clients/savills at master · future-analytics/data.fac.ie - Google Chrome,14/10/2015 10:25:06,14/10/2015 10:25:17,0:00:11,Google Chrome
data.fac.ie/app.js at master · future-analytics/data.fac.ie - Google Chrome,14/10/2015 10:25:17,14/10/2015 10:29:06,0:03:49,Google Chrome
403 Forbidden - Firefox Developer Edition,14/10/2015 10:29:06,14/10/2015 10:32:57,0:03:51,FirefoxDeveloperEdition
Loggly | Search! - Google Chrome,14/10/2015 10:32:57,14/10/2015 10:33:10,0:00:13,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 10:33:10,14/10/2015 10:33:15,0:00:05,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 10:33:15,14/10/2015 10:33:41,0:00:26,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 10:33:41,14/10/2015 10:35:43,0:02:02,Google Chrome
New Tab - Google Chrome,14/10/2015 10:35:43,14/10/2015 10:35:48,0:00:05,Google Chrome
express node logging - Google Search - Google Chrome,14/10/2015 10:35:48,14/10/2015 10:35:54,0:00:06,Google Chrome
bithavoc/express-winston - Google Chrome,14/10/2015 10:35:54,14/10/2015 10:37:43,0:01:49,Google Chrome
express node logging - Google Search - Google Chrome,14/10/2015 10:37:43,14/10/2015 10:37:48,0:00:05,Google Chrome
javascript - How to debug Node.js applications - Stack Overflow - Google Chrome,14/10/2015 10:37:48,14/10/2015 10:38:17,0:00:29,Google Chrome
403 Forbidden - Firefox Developer Edition,14/10/2015 10:38:17,14/10/2015 10:38:22,0:00:05,FirefoxDeveloperEdition
404 Not Found - Firefox Developer Edition,14/10/2015 10:38:22,14/10/2015 10:38:55,0:00:33,FirefoxDeveloperEdition
Firefox Developer Edition,14/10/2015 10:38:55,14/10/2015 10:39:20,0:00:25,FirefoxDeveloperEdition
Firefox Developer Edition,14/10/2015 10:39:20,14/10/2015 10:39:30,0:00:10,FirefoxDeveloperEdition
Loggly | Search! - Google Chrome,14/10/2015 10:39:30,14/10/2015 10:39:43,0:00:13,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 10:39:43,14/10/2015 10:40:13,0:00:30,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 10:40:13,14/10/2015 10:40:18,0:00:05,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 10:40:18,14/10/2015 10:40:23,0:00:05,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 10:40:23,14/10/2015 10:40:28,0:00:05,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 10:40:28,14/10/2015 10:40:43,0:00:15,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 10:40:43,14/10/2015 10:40:48,0:00:05,Google Chrome
Loggly | Search! - Google Chrome,14/10/2015 10:40:48,14/10/2015 10:42:10,0:01:22,Google Chrome
Firefox Developer Edition,14/10/2015 10:42:10,14/10/2015 10:43:00,0:00:50,FirefoxDeveloperEdition
Windows Explorer,14/10/2015 10:43:00,14/10/2015 10:43:07,0:00:07,Windows Explorer
Debug - Developer Center - Joyent - Google Chrome,14/10/2015 10:43:07,14/10/2015 10:43:27,0:00:20,Google Chrome
nginx mask port number from url - Google Search - Google Chrome,14/10/2015 10:43:27,14/10/2015 10:43:34,0:00:07,Google Chrome
Can nginx hide port number and rewrites for virtualhost? - Google Chrome,14/10/2015 10:43:34,14/10/2015 10:43:54,0:00:20,Google Chrome
Re: Can nginx hide port number and rewrites for virtualhost? - Google Chrome,14/10/2015 10:43:54,14/10/2015 10:44:13,0:00:19,Google Chrome
Module ngx_http_proxy_module - Google Chrome,14/10/2015 10:44:13,14/10/2015 10:45:15,0:01:02,Google Chrome
New Tab - Firefox Developer Edition,14/10/2015 10:45:15,14/10/2015 10:45:23,0:00:08,FirefoxDeveloperEdition
Domain Default page - Firefox Developer Edition,14/10/2015 10:45:23,14/10/2015 10:45:33,0:00:10,FirefoxDeveloperEdition
Plesk 12.0.18 - Firefox Developer Edition,14/10/2015 10:45:33,14/10/2015 10:45:38,0:00:05,FirefoxDeveloperEdition
Plesk 12.0.18 - Firefox Developer Edition,14/10/2015 10:45:38,14/10/2015 10:45:43,0:00:05,FirefoxDeveloperEdition
Plesk 12.0.18 - Firefox Developer Edition,14/10/2015 10:45:43,14/10/2015 10:47:03,0:01:20,FirefoxDeveloperEdition
Module ngx_http_proxy_module - Google Chrome,14/10/2015 10:47:03,14/10/2015 10:47:13,0:00:10,Google Chrome
Plesk 12.0.18 - Firefox Developer Edition,14/10/2015 10:47:13,14/10/2015 10:47:24,0:00:11,FirefoxDeveloperEdition
Firefox Developer Edition,14/10/2015 10:47:24,14/10/2015 10:47:39,0:00:15,FirefoxDeveloperEdition
Module ngx_http_proxy_module - Google Chrome,14/10/2015 10:47:39,14/10/2015 10:48:25,0:00:46,Google Chrome
Firefox Developer Edition,14/10/2015 10:48:25,14/10/2015 10:48:30,0:00:05,FirefoxDeveloperEdition
Plesk 12.0.18 - Firefox Developer Edition,14/10/2015 10:48:30,14/10/2015 10:49:12,0:00:42,FirefoxDeveloperEdition
